,Date,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA
52,6/30/2010,32.42B,N/A,8.56,6.64,0.56,1.04,0.78,N/A,N/A
53,3/31/2010,40.96B,N/A,57.43,N/A,N/A,1.36,1.06,N/A,N/A
54,12/31/2009,40.27B,N/A,N/A,N/A,N/A,1.51,1.09,N/A,N/A
55,9/30/2009,41.96B,N/A,20.05,N/A,N/A,1.68,1.14,N/A,N/A
56,6/30/2009,38.75B,N/A,18.51,N/A,N/A,1.56,1.05,N/A,N/A
57,3/31/2009,24.47B,N/A,14.79,N/A,N/A,1.24,0.82,N/A,N/A
58,11/30/2008,15.66B,N/A,61.46,N/A,N/A,0.75,0.45,N/A,N/A
59,8/31/2008,45.29B,N/A,123.73,N/A,N/A,2.09,1.36,N/A,N/A
60,5/31/2008,49.05B,N/A,31.15,N/A,N/A,1.98,1.52,N/A,N/A
61,2/29/2008,46.56B,N/A,29.66,N/A,N/A,1.89,1.45,N/A,N/A
62,11/30/2007,55.69B,N/A,22.24,N/A,N/A,2.11,1.85,N/A,N/A
63,8/31/2007,66.19B,N/A,7.12,N/A,N/A,1.65,1.94,N/A,N/A
64,5/31/2007,89.51B,N/A,9.77,N/A,N/A,2.31,2.33,N/A,N/A
65,2/28/2007,79.54B,N/A,9.39,N/A,N/A,2.21,2.16,N/A,N/A
66,11/30/2006,79.88B,N/A,10.74,N/A,N/A,2.41,2.33,N/A,N/A
67,8/31/2006,69.65B,N/A,9.92,N/A,N/A,2.14,2.11,N/A,N/A
68,5/31/2006,63.90B,N/A,9.84,N/A,N/A,2.00,1.98,N/A,N/A
69,2/28/2006,63.86B,N/A,11.77,N/A,N/A,2.21,2.12,N/A,N/A
70,11/30/2005,59.26B,N/A,11.65,N/A,N/A,2.21,2.03,N/A,N/A
71,8/31/2005,55.08B,N/A,12.08,N/A,N/A,2.12,1.95,N/A,N/A
72,5/31/2005,53.20B,N/A,12.36,N/A,N/A,2.18,1.88,N/A,N/A
73,2/28/2005,62.30B,N/A,13.45,N/A,N/A,2.47,2.19,N/A,N/A
74,11/30/2004,55.17B,N/A,12.44,N/A,N/A,2.27,1.96,N/A,N/A
75,8/31/2004,55.64B,N/A,13.01,N/A,N/A,2.31,2.03,N/A,N/A
76,5/31/2004,58.76B,N/A,14.31,N/A,N/A,2.59,2.25,N/A,N/A
77,2/29/2004,65.60B,N/A,17.32,N/A,N/A,2.97,2.64,N/A,N/A
78,11/30/2003,59.96B,N/A,17.38,N/A,N/A,2.85,2.53,N/A,N/A
79,8/31/2003,53.09B,N/A,18.91,N/A,N/A,2.60,2.35,N/A,N/A
80,5/31/2003,49.72B,N/A,16.64,N/A,N/A,2.45,2.21,N/A,N/A
81,2/28/2003,40.16B,N/A,13.40,N/A,N/A,1.97,1.79,N/A,N/A
82,11/30/2002,48.92B,N/A,16.10,N/A,N/A,2.43,2.28,N/A,N/A
83,8/31/2002,46.70B,N/A,14.68,N/A,N/A,2.25,2.19,N/A,N/A
84,5/31/2002,49.87B,N/A,15.62,N/A,N/A,2.40,2.34,N/A,N/A
85,2/28/2002,54.09B,N/A,16.32,N/A,N/A,2.49,2.59,N/A,N/A
86,11/30/2001,60.66B,N/A,17.40,N/A,N/A,2.71,2.98,N/A,N/A
87,8/31/2001,59.02B,N/A,15.51,N/A,N/A,2.48,3.00,N/A,N/A
88,5/31/2001,72.17B,N/A,16.71,N/A,N/A,2.92,3.71,N/A,N/A
89,2/28/2001,72.58B,N/A,15.04,N/A,N/A,2.84,3.78,N/A,N/A
90,11/30/2000,70.17B,N/A,13.40,N/A,N/A,2.66,3.75,N/A,N/A
91,8/31/2000,120.64B,N/A,21.01,N/A,N/A,4.51,6.66,N/A,N/A
92,5/31/2000,80.93B,N/A,14.86,N/A,N/A,3.16,4.61,N/A,N/A
93,2/29/2000,79.89B,N/A,15.45,N/A,N/A,3.30,4.62,N/A,N/A
94,11/30/1999,67.46B,N/A,14.71,N/A,N/A,3.10,4.13,N/A,N/A
95,8/31/1999,47.99B,N/A,11.60,N/A,N/A,2.39,3.25,N/A,N/A
96,5/31/1999,54.69B,N/A,15.61,N/A,N/A,3.06,3.61,N/A,N/A
97,2/28/1999,51.64B,N/A,16.39,N/A,N/A,3.11,3.58,N/A,N/A
98,11/30/1998,39.39B,N/A,12.61,N/A,N/A,2.40,2.73,N/A,N/A
99,8/31/1998,33.84B,N/A,12.07,N/A,N/A,1.99,2.36,N/A,N/A
100,5/31/1998,45.88B,N/A,18.81,N/A,N/A,2.91,3.36,N/A,N/A
101,2/28/1998,42.24B,N/A,16.82,N/A,N/A,2.60,3.00,N/A,N/A
102,11/30/1997,32.30B,N/A,18.92,N/A,N/A,2.42,2.71,N/A,N/A
103,8/31/1997,28.49B,N/A,16.77,N/A,N/A,2.14,2.32,N/A,N/A
104,5/31/1997,24.33B,N/A,14.46,N/A,N/A,1.85,4.46,N/A,N/A
105,3/31/1997,11.33B,N/A,12.15,N/A,N/A,1.55,2.07,N/A,N/A
106,12/31/1996,10.59B,N/A,11.96,N/A,N/A,1.52,2.05,N/A,N/A
107,9/30/1996,8.34B,N/A,10.04,N/A,N/A,1.31,1.67,N/A,N/A
108,6/30/1996,9.41B,N/A,11.80,N/A,N/A,1.57,1.92,N/A,N/A
109,3/31/1996,9.59B,N/A,12.67,N/A,N/A,1.69,1.98,N/A,N/A
110,12/31/1995,7.93B,N/A,11.19,N/A,N/A,1.49,1.68,N/A,N/A
111,9/30/1995,9.61B,N/A,13.79,N/A,N/A,1.84,2.12,N/A,N/A
112,6/30/1995,8.01B,N/A,11.52,N/A,N/A,1.54,1.77,N/A,N/A
113,3/31/1995,6.94B,N/A,10.29,N/A,N/A,1.37,1.61,N/A,N/A
114,12/31/1994,5.72B,N/A,6.72,N/A,N/A,0.91,1.42,N/A,N/A
115,9/30/1994,6.43B,N/A,7.47,N/A,N/A,1.01,1.60,N/A,N/A
116,6/30/1994,6.41B,N/A,7.56,N/A,N/A,1.02,1.66,N/A,N/A
117,3/31/1994,5.57B,N/A,6.74,N/A,N/A,0.86,1.52,N/A,N/A
118,12/31/1993,5.91B,N/A,7.87,N/A,N/A,0.95,1.70,N/A,N/A
119,9/30/1993,7.51B,N/A,3.85,N/A,N/A,1.20,2.24,N/A,N/A
120,6/30/1993,6.39B,N/A,3.28,N/A,N/A,1.02,2.00,N/A,N/A
121,3/31/1993,6.52B,N/A,3.35,N/A,N/A,1.05,2.15,N/A,N/A
