,Date,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA
39,9/30/2013,1.65B,N/A,15.64,14.62,2.25,5.00,2.50,N/A,N/A
40,6/30/2013,1.38B,N/A,16.15,13.33,2.67,4.24,2.15,N/A,N/A
41,3/31/2013,1.20B,N/A,16.09,12.30,1.89,3.75,1.95,N/A,N/A
42,12/31/2012,910.48M,N/A,12.24,15.08,2.32,2.86,1.47,N/A,N/A
43,9/30/2012,848.20M,N/A,25.50,14.71,0.84,2.73,1.60,N/A,N/A
44,6/30/2012,778.17M,N/A,31.21,13.68,1.03,2.54,1.52,N/A,N/A
45,3/31/2012,704.13M,N/A,40.33,10.70,1.60,2.35,1.42,N/A,N/A
46,12/31/2011,512.98M,N/A,N/A,11.24,1.67,3.66,1.04,N/A,N/A
47,9/30/2011,450.80M,N/A,N/A,9.53,1.36,3.22,0.92,N/A,N/A
48,6/30/2011,583.18M,N/A,N/A,12.36,1.90,2.07,1.21,N/A,N/A
49,3/31/2011,675.99M,N/A,N/A,14.77,2.33,2.30,1.44,N/A,N/A
50,12/31/2010,601.08M,N/A,N/A,33.44,5.28,1.99,1.28,N/A,N/A
51,9/30/2010,546.07M,N/A,N/A,N/A,N/A,2.14,1.12,N/A,N/A
52,6/30/2010,525.88M,N/A,N/A,N/A,N/A,2.06,1.18,N/A,N/A
53,3/31/2010,415.55M,N/A,N/A,N/A,N/A,1.74,0.93,N/A,N/A
54,12/31/2009,274.06M,N/A,N/A,N/A,N/A,0.88,0.61,N/A,N/A
55,9/30/2009,457.41M,N/A,N/A,N/A,N/A,1.09,0.96,N/A,N/A
56,6/30/2009,495.45M,N/A,N/A,N/A,N/A,1.08,1.00,N/A,N/A
57,3/31/2009,177.43M,N/A,N/A,N/A,N/A,0.67,0.59,N/A,N/A
58,12/31/2008,389.01M,N/A,N/A,N/A,N/A,1.40,1.05,N/A,N/A
59,9/30/2008,595.20M,N/A,N/A,N/A,N/A,2.51,1.25,N/A,N/A
60,6/30/2008,264.30M,N/A,12.12,N/A,N/A,1.11,0.50,N/A,N/A
61,3/31/2008,388.76M,N/A,15.88,N/A,N/A,1.89,0.79,N/A,N/A
62,12/31/2007,566.06M,N/A,17.71,N/A,N/A,2.88,1.13,N/A,N/A
63,9/30/2007,705.00M,N/A,17.72,N/A,N/A,3.85,1.36,N/A,N/A
64,6/30/2007,895.01M,N/A,20.31,N/A,N/A,4.95,1.75,N/A,N/A
65,3/31/2007,944.05M,N/A,22.01,N/A,N/A,5.41,2.31,N/A,N/A
66,12/31/2006,941.75M,N/A,23.98,N/A,N/A,7.69,2.40,N/A,N/A
67,9/30/2006,887.55M,N/A,24.19,N/A,N/A,7.01,2.42,N/A,N/A
68,6/30/2006,924.65M,N/A,25.57,N/A,N/A,7.41,2.52,N/A,N/A
69,3/31/2006,979.46M,N/A,28.58,N/A,N/A,7.29,2.75,N/A,N/A
70,12/31/2005,681.35M,N/A,27.40,N/A,N/A,6.88,2.86,N/A,N/A
71,9/30/2005,640.49M,N/A,25.78,N/A,N/A,6.47,2.69,N/A,N/A
72,6/30/2005,565.75M,N/A,23.30,N/A,N/A,5.85,2.54,N/A,N/A
