,Date,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA
42,12/31/2012,1.57B,N/A,12.47,8.94,N/A,1.52,0.84,N/A,N/A
43,9/30/2012,1.67B,N/A,9.08,10.13,N/A,1.42,0.87,N/A,N/A
44,6/30/2012,1.71B,N/A,10.21,11.53,N/A,1.52,0.90,N/A,N/A
45,3/31/2012,1.88B,N/A,9.72,N/A,N/A,1.60,1.01,N/A,N/A
46,12/31/2011,1.80B,N/A,9.34,11.70,N/A,2.01,0.96,N/A,N/A
47,9/30/2011,1.55B,N/A,7.66,N/A,N/A,1.65,0.79,N/A,N/A
48,6/30/2011,1.95B,N/A,13.78,13.53,N/A,1.77,1.08,N/A,N/A
49,3/31/2011,2.09B,N/A,14.04,14.49,N/A,2.05,1.17,N/A,N/A
50,12/31/2010,1.99B,N/A,10.22,13.66,N/A,2.55,1.14,N/A,N/A
51,9/30/2010,1.94B,N/A,10.62,N/A,N/A,1.94,1.13,N/A,N/A
52,6/30/2010,2.01B,N/A,8.55,N/A,N/A,2.17,1.19,N/A,N/A
53,3/31/2010,2.08B,N/A,9.63,18.52,N/A,2.42,1.24,N/A,N/A
54,12/31/2009,1.71B,N/A,14.80,22.22,N/A,2.11,1.10,N/A,N/A
55,9/30/2009,1.65B,N/A,15.05,N/A,N/A,2.11,1.10,N/A,N/A
56,6/30/2009,1.40B,N/A,29.50,N/A,N/A,1.79,0.97,N/A,N/A
57,3/31/2009,1.37B,N/A,20.40,N/A,N/A,1.73,0.96,N/A,N/A
58,12/31/2008,1.59B,N/A,17.50,N/A,N/A,1.96,1.10,N/A,N/A
59,9/30/2008,1.87B,N/A,17.90,N/A,N/A,2.30,1.24,N/A,N/A
60,6/30/2008,1.46B,N/A,13.54,N/A,N/A,1.81,0.98,N/A,N/A
61,3/31/2008,1.45B,N/A,12.99,N/A,N/A,1.83,0.98,N/A,N/A
62,12/31/2007,1.52B,N/A,14.01,N/A,N/A,1.96,1.06,N/A,N/A
63,9/30/2007,1.82B,N/A,14.46,N/A,N/A,2.40,1.33,N/A,N/A
64,6/30/2007,2.03B,N/A,16.05,N/A,N/A,2.69,1.52,N/A,N/A
65,3/31/2007,2.09B,N/A,16.50,N/A,N/A,2.78,1.59,N/A,N/A
66,12/31/2006,2.11B,N/A,17.45,N/A,N/A,2.84,1.66,N/A,N/A
67,9/30/2006,1.99B,N/A,16.87,N/A,N/A,2.71,1.62,N/A,N/A
68,6/30/2006,2.09B,N/A,17.70,N/A,N/A,2.84,1.70,N/A,N/A
69,3/31/2006,2.01B,N/A,17.28,N/A,N/A,2.77,1.67,N/A,N/A
70,12/31/2005,1.82B,N/A,16.58,N/A,N/A,2.62,1.57,N/A,N/A
71,9/30/2005,1.78B,N/A,16.22,N/A,N/A,2.56,1.54,N/A,N/A
72,6/30/2005,1.53B,N/A,15.78,N/A,N/A,2.26,1.35,N/A,N/A
73,3/31/2005,1.53B,N/A,18.51,N/A,N/A,2.35,1.39,N/A,N/A
74,12/31/2004,1.55B,N/A,20.68,N/A,N/A,2.42,1.42,N/A,N/A
75,9/30/2004,1.23B,N/A,18.47,N/A,N/A,1.98,1.15,N/A,N/A
76,6/30/2004,1.27B,N/A,18.37,N/A,N/A,2.07,1.22,N/A,N/A
77,3/31/2004,1.28B,N/A,17.32,N/A,N/A,2.09,1.23,N/A,N/A
78,12/31/2003,1.26B,N/A,16.76,N/A,N/A,2.08,1.22,N/A,N/A
79,9/30/2003,1.10B,N/A,14.21,N/A,N/A,1.83,1.09,N/A,N/A
80,6/30/2003,1.05B,N/A,12.84,N/A,N/A,1.75,1.05,N/A,N/A
81,3/31/2003,986.35M,N/A,11.43,N/A,N/A,1.65,1.00,N/A,N/A
82,12/31/2002,1.01B,N/A,10.92,N/A,N/A,1.68,1.05,N/A,N/A
83,9/30/2002,1.08B,N/A,12.04,N/A,N/A,1.80,1.14,N/A,N/A
84,6/30/2002,1.16B,N/A,13.31,N/A,N/A,1.97,1.28,N/A,N/A
85,3/31/2002,1.08B,N/A,12.45,N/A,N/A,1.85,1.22,N/A,N/A
86,12/31/2001,1.02B,N/A,11.82,N/A,N/A,1.76,1.16,N/A,N/A
87,9/30/2001,873.74M,N/A,8.57,N/A,N/A,1.48,1.03,N/A,N/A
88,6/30/2001,1.14B,N/A,11.24,N/A,N/A,1.96,1.37,N/A,N/A
89,3/31/2001,1.08B,N/A,11.00,N/A,N/A,1.91,1.33,N/A,N/A
90,12/31/2000,849.72M,N/A,9.11,N/A,N/A,1.53,1.08,N/A,N/A
91,9/30/2000,753.83M,N/A,9.08,N/A,N/A,1.42,0.99,N/A,N/A
92,6/30/2000,626.81M,N/A,7.55,N/A,N/A,1.18,0.83,N/A,N/A
93,3/31/2000,596.70M,N/A,7.29,N/A,N/A,1.14,0.81,N/A,N/A
94,12/31/1999,740.08M,N/A,9.06,N/A,N/A,1.43,1.02,N/A,N/A
95,9/30/1999,815.55M,N/A,9.93,N/A,N/A,1.59,1.14,N/A,N/A
96,6/30/1999,858.05M,N/A,11.14,N/A,N/A,1.73,1.24,N/A,N/A
97,3/31/1999,860.71M,N/A,11.54,N/A,N/A,1.76,1.27,N/A,N/A
98,12/31/1998,956.34M,N/A,13.60,N/A,N/A,2.04,1.45,N/A,N/A
99,9/30/1998,998.75M,N/A,14.87,N/A,N/A,2.25,1.55,N/A,N/A
100,6/30/1998,1.06B,N/A,15.91,N/A,N/A,2.51,1.69,N/A,N/A
101,3/31/1998,1.22B,N/A,18.62,N/A,N/A,3.02,1.98,N/A,N/A
102,12/31/1997,1.11B,N/A,16.73,N/A,N/A,2.82,1.84,N/A,N/A
103,9/30/1997,1.15B,N/A,15.76,N/A,N/A,2.79,1.74,N/A,N/A
104,6/30/1997,991.10M,N/A,14.95,N/A,N/A,2.46,1.54,N/A,N/A
105,3/31/1997,974.36M,N/A,14.97,N/A,N/A,2.46,1.55,N/A,N/A
106,12/31/1996,879.96M,N/A,13.34,N/A,N/A,2.24,1.43,N/A,N/A
107,9/30/1996,765.68M,N/A,12.07,N/A,N/A,2.00,1.29,N/A,N/A
108,6/30/1996,704.11M,N/A,10.75,N/A,N/A,1.90,1.23,N/A,N/A
109,3/31/1996,684.32M,N/A,11.17,N/A,N/A,1.88,1.31,N/A,N/A
110,12/31/1995,628.72M,N/A,10.77,N/A,N/A,1.74,1.24,N/A,N/A
111,9/30/1995,598.78M,N/A,10.50,N/A,N/A,1.66,1.22,N/A,N/A
112,6/30/1995,564.57M,N/A,9.90,N/A,N/A,1.57,1.15,N/A,N/A
113,3/31/1995,513.24M,N/A,8.70,N/A,N/A,1.43,1.08,N/A,N/A
114,12/31/1994,443.18M,N/A,8.30,N/A,N/A,1.37,1.01,N/A,N/A
115,9/30/1994,463.74M,N/A,8.68,N/A,N/A,1.43,1.06,N/A,N/A
116,6/30/1994,439.08M,N/A,8.64,N/A,N/A,1.41,1.06,N/A,N/A
117,3/31/1994,388.36M,N/A,7.50,N/A,N/A,1.25,0.97,N/A,N/A
118,12/31/1993,454.12M,N/A,8.12,N/A,N/A,1.44,1.17,N/A,N/A
119,9/30/1993,482.67M,N/A,8.84,N/A,N/A,1.56,1.28,N/A,N/A
120,6/30/1993,467.33M,N/A,8.29,N/A,N/A,1.52,1.28,N/A,N/A
121,3/31/1993,524.29M,N/A,9.54,N/A,N/A,1.73,1.50,N/A,N/A
122,12/31/1992,487.61M,N/A,9.31,N/A,N/A,1.64,1.46,N/A,N/A
123,9/30/1992,397.53M,N/A,8.30,N/A,N/A,1.39,1.24,N/A,N/A
124,6/30/1992,347.66M,N/A,7.95,N/A,N/A,1.25,1.13,N/A,N/A
125,3/31/1992,288.80M,N/A,7.72,N/A,N/A,1.09,0.98,N/A,N/A
126,12/31/1991,259.88M,N/A,8.81,N/A,N/A,1.04,0.92,N/A,N/A
127,9/30/1991,255.12M,N/A,9.57,N/A,N/A,1.20,0.92,N/A,N/A
128,6/30/1991,203.83M,N/A,7.94,N/A,N/A,0.96,0.79,N/A,N/A
129,3/31/1991,217.80M,N/A,7.70,N/A,N/A,1.03,0.85,N/A,N/A
130,12/31/1990,176.22M,N/A,6.23,N/A,N/A,0.84,0.69,N/A,N/A
131,9/30/1990,181.88M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
132,6/30/1990,235.51M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
133,3/31/1990,237.84M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
