,Date,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA
45,3/31/2012,3.35B,N/A,14.43,11.74,1.21,3.87,1.45,N/A,N/A
46,12/31/2011,2.94B,N/A,14.21,11.22,1.16,3.24,1.30,N/A,N/A
47,9/30/2011,2.22B,N/A,10.73,8.45,0.91,2.45,0.98,N/A,N/A
48,6/30/2011,3.01B,N/A,16.17,11.35,1.23,3.38,1.35,N/A,N/A
49,3/31/2011,3.26B,N/A,20.52,12.32,1.37,3.64,1.51,N/A,N/A
50,12/31/2010,2.90B,N/A,23.55,14.29,1.59,3.10,1.37,N/A,N/A
51,9/30/2010,2.41B,N/A,3.94,N/A,N/A,1.70,1.01,N/A,N/A
52,6/30/2010,2.26B,N/A,5.08,11.12,1.24,1.51,0.96,N/A,N/A
53,3/31/2010,2.58B,N/A,18.15,N/A,N/A,1.61,1.12,N/A,N/A
54,12/31/2009,1.74B,N/A,47.88,N/A,N/A,1.37,0.76,N/A,N/A
55,9/30/2009,761.06M,N/A,N/A,N/A,N/A,1.64,0.50,N/A,N/A
56,6/30/2009,415.57M,N/A,N/A,N/A,N/A,1.10,0.41,N/A,N/A
57,3/31/2009,291.32M,N/A,N/A,N/A,-4.72,0.75,0.27,N/A,N/A
58,12/31/2008,1.02B,N/A,N/A,N/A,N/A,2.48,0.66,N/A,N/A
59,9/30/2008,871.64M,N/A,N/A,N/A,N/A,1.96,0.69,N/A,N/A
60,6/30/2008,447.88M,N/A,7.59,N/A,N/A,0.96,0.35,N/A,N/A
61,3/31/2008,1.12B,N/A,8.88,N/A,N/A,2.39,1.02,N/A,N/A
62,12/31/2007,1.53B,N/A,9.32,N/A,N/A,3.28,1.31,N/A,N/A
63,9/30/2007,2.27B,N/A,14.16,N/A,N/A,5.15,2.15,N/A,N/A
64,6/30/2007,2.39B,N/A,15.85,N/A,N/A,5.76,2.30,N/A,N/A
65,3/31/2007,2.25B,N/A,15.65,N/A,N/A,5.57,2.20,N/A,N/A
66,12/31/2006,2.18B,N/A,15.67,N/A,N/A,5.52,2.22,N/A,N/A
67,9/30/2006,2.42B,N/A,17.92,N/A,N/A,6.39,2.59,N/A,N/A
68,6/30/2006,2.31B,N/A,17.15,N/A,N/A,6.12,2.46,N/A,N/A
69,3/31/2006,2.34B,N/A,18.53,N/A,N/A,6.50,2.59,N/A,N/A
70,12/31/2005,2.06B,N/A,19.72,N/A,N/A,6.80,2.96,N/A,N/A
71,9/30/2005,1.91B,N/A,18.40,N/A,N/A,6.34,2.74,N/A,N/A
72,6/30/2005,1.77B,N/A,19.53,N/A,N/A,6.68,3.15,N/A,N/A
73,3/31/2005,1.94B,N/A,23.15,N/A,N/A,7.87,3.64,N/A,N/A
74,12/31/2004,2.20B,N/A,28.16,N/A,N/A,9.50,4.28,N/A,N/A
75,9/30/2004,1.76B,N/A,24.08,N/A,N/A,8.18,3.57,N/A,N/A
76,6/30/2004,1.54B,N/A,23.08,N/A,N/A,7.85,3.65,N/A,N/A
77,3/31/2004,1.41B,N/A,21.83,N/A,N/A,7.41,3.46,N/A,N/A
78,12/31/2003,1.31B,N/A,22.55,N/A,N/A,7.54,3.62,N/A,N/A
79,9/30/2003,1.03B,N/A,14.35,N/A,N/A,1.63,3.02,N/A,N/A
80,6/30/2003,868.11M,N/A,13.95,N/A,N/A,2.84,2.66,N/A,N/A
81,3/31/2003,747.08M,N/A,13.96,N/A,N/A,3.91,2.39,N/A,N/A
82,12/31/2002,861.18M,N/A,18.22,N/A,N/A,6.23,2.85,N/A,N/A
83,9/30/2002,804.90M,N/A,18.15,N/A,N/A,5.99,2.79,N/A,N/A
84,6/30/2002,814.89M,N/A,20.92,N/A,N/A,6.73,3.18,N/A,N/A
85,3/31/2002,691.21M,N/A,18.19,N/A,N/A,5.83,2.83,N/A,N/A
86,12/31/2001,601.93M,N/A,15.99,N/A,N/A,5.12,2.46,N/A,N/A
87,9/30/2001,546.16M,N/A,14.71,N/A,N/A,4.98,2.51,N/A,N/A
88,6/30/2001,623.29M,N/A,17.31,N/A,N/A,5.88,3.00,N/A,N/A
89,3/31/2001,445.62M,N/A,12.58,N/A,N/A,4.27,2.39,N/A,N/A
90,12/31/2000,565.11M,N/A,13.13,N/A,N/A,5.59,3.17,N/A,N/A
91,9/30/2000,445.86M,N/A,11.61,N/A,N/A,4.50,2.72,N/A,N/A
92,6/30/2000,322.77M,N/A,8.53,N/A,N/A,3.31,1.97,N/A,N/A
93,3/31/2000,248.07M,N/A,7.53,N/A,N/A,2.65,1.59,N/A,N/A
94,12/31/1999,256.47M,N/A,9.38,N/A,N/A,3.02,1.71,N/A,N/A
95,9/30/1999,266.01M,N/A,12.44,N/A,N/A,4.05,1.82,N/A,N/A
96,6/30/1999,226.12M,N/A,11.18,N/A,N/A,3.44,1.55,N/A,N/A
97,3/31/1999,206.02M,N/A,10.83,N/A,N/A,3.14,1.38,N/A,N/A
98,12/31/1998,148.59M,N/A,8.22,N/A,N/A,2.26,0.99,N/A,N/A
