,Date,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA
20,6/30/2018,22.02B,N/A,N/A,43.67,N/A,0.69,0.28,N/A,N/A
21,3/31/2018,28.79B,N/A,N/A,15.02,N/A,0.85,0.35,N/A,N/A
22,12/31/2017,39.16B,N/A,N/A,17.99,N/A,0.99,0.47,N/A,N/A
23,9/30/2017,35.60B,N/A,N/A,10.81,N/A,0.85,0.43,N/A,N/A
24,6/30/2017,36.68B,N/A,N/A,16.39,N/A,0.82,0.50,N/A,N/A
25,3/31/2017,23.72B,N/A,N/A,16.92,N/A,0.84,0.34,N/A,N/A
26,12/31/2016,25.15B,N/A,N/A,12.85,0.81,0.80,0.34,N/A,N/A
27,9/30/2016,17.90B,N/A,N/A,5.60,0.35,0.53,0.23,N/A,N/A
28,6/30/2016,18.74B,N/A,N/A,17.12,1.08,0.53,0.25,N/A,N/A
29,3/31/2016,23.16B,N/A,N/A,5.24,0.33,0.60,0.29,N/A,N/A
30,12/31/2015,33.96B,N/A,N/A,6.84,0.13,0.86,0.43,N/A,N/A
31,9/30/2015,37.33B,N/A,25.20,7.42,0.15,0.95,0.42,N/A,N/A
32,6/30/2015,41.68B,N/A,36.64,8.37,0.16,1.05,0.46,N/A,N/A
33,3/31/2015,48.32B,N/A,23.69,9.51,0.19,1.26,0.59,N/A,N/A
34,12/31/2014,41.90B,N/A,N/A,7.78,0.15,0.95,0.47,N/A,N/A
35,9/30/2014,48.59B,N/A,N/A,8.28,0.16,0.99,0.54,N/A,N/A
36,6/30/2014,48.34B,N/A,N/A,6.84,0.14,0.90,0.62,N/A,N/A
37,3/31/2014,45.53B,N/A,48.39,7.85,0.11,1.02,0.59,N/A,N/A
38,12/31/2013,48.81B,N/A,N/A,8.29,0.10,1.03,0.61,N/A,N/A
39,9/30/2013,46.67B,N/A,298.29,8.35,0.10,0.95,0.58,N/A,N/A
40,6/30/2013,38.94B,N/A,60.91,6.76,0.08,0.89,0.57,N/A,N/A
41,3/31/2013,36.22B,N/A,118.22,6.21,0.75,0.84,0.51,N/A,N/A
42,12/31/2012,40.49B,N/A,129.27,7.11,0.86,0.92,0.56,N/A,N/A
43,9/30/2012,36.43B,N/A,9.65,6.69,0.81,0.88,0.49,N/A,N/A
44,6/30/2012,32.70B,N/A,7.77,4.99,0.94,0.83,0.47,N/A,N/A
45,3/31/2012,44.93B,N/A,8.39,6.87,1.29,1.03,0.62,N/A,N/A
46,12/31/2011,34.28B,N/A,6.04,5.49,0.38,0.81,0.49,N/A,N/A
47,9/30/2011,32.14B,N/A,5.27,4.08,1.11,0.71,0.43,N/A,N/A
48,6/30/2011,53.74B,N/A,17.24,6.11,2.04,1.07,0.72,N/A,N/A
49,3/31/2011,54.20B,N/A,15.41,6.51,1.86,1.07,0.75,N/A,N/A
50,12/31/2010,47.79B,N/A,12.93,6.55,1.87,0.98,0.71,N/A,N/A
51,9/30/2010,33.75B,N/A,9.45,6.24,3.12,0.98,0.62,N/A,N/A
52,6/30/2010,35.24B,N/A,5.29,N/A,N/A,1.03,0.66,N/A,N/A
53,3/31/2010,47.38B,N/A,6.64,7.02,1.40,1.24,0.87,N/A,N/A
54,12/31/2009,43.91B,N/A,6.30,N/A,N/A,1.11,0.81,N/A,N/A
55,9/30/2009,47.58B,N/A,N/A,10.12,1.69,1.52,0.91,N/A,N/A
56,6/30/2009,37.46B,N/A,N/A,N/A,N/A,1.38,0.76,N/A,N/A
57,3/31/2009,22.62B,N/A,N/A,N/A,N/A,1.05,0.50,N/A,N/A
58,12/31/2008,21.80B,N/A,N/A,N/A,N/A,1.15,0.52,N/A,N/A
59,9/30/2008,34.99B,N/A,13.26,9.52,1.59,1.59,1.02,N/A,N/A
60,6/30/2008,43.25B,N/A,8.42,N/A,N/A,1.26,0.82,N/A,N/A
61,3/31/2008,56.74B,N/A,8.13,N/A,N/A,1.40,1.02,N/A,N/A
62,12/31/2007,65.31B,N/A,6.57,N/A,N/A,1.45,1.16,N/A,N/A
63,9/30/2007,61.87B,N/A,6.29,N/A,N/A,1.39,1.20,N/A,N/A
64,6/30/2007,69.87B,N/A,8.12,N/A,N/A,1.85,1.43,N/A,N/A
65,3/31/2007,65.35B,N/A,8.41,N/A,N/A,1.79,1.49,N/A,N/A
66,12/31/2006,64.15B,N/A,10.84,N/A,N/A,1.81,1.57,N/A,N/A
67,9/30/2006,52.32B,N/A,10.99,N/A,N/A,1.69,1.42,N/A,N/A
68,6/30/2006,48.99B,N/A,10.18,N/A,N/A,1.57,1.32,N/A,N/A
69,3/31/2006,55.76B,N/A,11.32,N/A,N/A,1.72,1.50,N/A,N/A
70,12/31/2005,47.28B,N/A,12.44,N/A,N/A,1.68,1.33,N/A,N/A
71,9/30/2005,42.23B,N/A,11.81,N/A,N/A,1.60,1.17,N/A,N/A
72,6/30/2005,34.88B,N/A,10.77,N/A,N/A,1.41,1.04,N/A,N/A
73,3/31/2005,38.92B,N/A,12.93,N/A,N/A,1.52,1.12,N/A,N/A
74,12/31/2004,44.45B,N/A,13.96,N/A,N/A,1.57,1.27,N/A,N/A
75,9/30/2004,33.32B,N/A,11.41,N/A,N/A,1.40,1.02,N/A,N/A
76,6/30/2004,38.25B,N/A,14.49,N/A,N/A,1.60,1.15,N/A,N/A
77,3/31/2004,42.00B,N/A,15.96,N/A,N/A,1.70,1.19,N/A,N/A
78,12/31/2003,44.85B,N/A,30.55,N/A,N/A,1.75,1.27,N/A,N/A
79,9/30/2003,33.40B,N/A,44.49,N/A,N/A,1.42,1.05,N/A,N/A
80,6/30/2003,36.59B,N/A,N/A,N/A,N/A,1.56,1.07,N/A,N/A
81,3/31/2003,23.86B,N/A,N/A,N/A,N/A,0.96,0.74,N/A,N/A
82,12/31/2002,25.68B,N/A,73.33,N/A,N/A,0.99,0.82,N/A,N/A
83,9/30/2002,26.97B,N/A,N/A,N/A,N/A,0.99,0.85,N/A,N/A
84,6/30/2002,41.24B,N/A,127.88,N/A,N/A,1.39,0.99,N/A,N/A
85,3/31/2002,38.21B,N/A,118.95,N/A,N/A,1.49,1.09,N/A,N/A
86,12/31/2001,41.62B,N/A,126.78,N/A,N/A,1.59,1.16,N/A,N/A
87,9/30/2001,32.71B,N/A,2.65,N/A,N/A,1.04,0.85,N/A,N/A
88,6/30/2001,42.43B,N/A,3.73,N/A,N/A,1.46,1.17,N/A,N/A
89,3/31/2001,44.80B,N/A,3.81,N/A,N/A,1.49,1.16,N/A,N/A
