,Date,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA
24,6/30/2017,86.14B,N/A,11.83,11.67,2.20,3.19,1.14,N/A,N/A
25,3/31/2017,90.69B,N/A,14.10,11.89,N/A,3.56,1.20,N/A,N/A
26,12/31/2016,95.22B,N/A,19.09,13.04,1.15,3.90,1.24,N/A,N/A
27,9/30/2016,64.38B,N/A,15.21,9.35,0.84,2.81,0.85,N/A,N/A
28,6/30/2016,60.41B,N/A,16.73,10.31,0.93,2.51,0.80,N/A,N/A
29,3/31/2016,65.55B,N/A,12.93,8.53,2.75,2.31,0.87,N/A,N/A
30,12/31/2015,75.60B,N/A,11.84,9.71,4.04,2.63,0.99,N/A,N/A
31,9/30/2015,74.35B,N/A,10.30,8.93,3.72,2.43,0.97,N/A,N/A
32,6/30/2015,90.36B,N/A,10.99,10.83,4.51,2.94,1.19,N/A,N/A
33,3/31/2015,81.22B,N/A,11.01,10.17,4.24,2.78,1.10,N/A,N/A
34,12/31/2014,83.40B,N/A,11.23,11.30,4.35,2.80,1.14,N/A,N/A
35,9/30/2014,79.99B,N/A,11.77,10.65,4.10,2.83,1.10,N/A,N/A
36,6/30/2014,73.80B,N/A,11.02,9.97,2.93,2.66,1.03,N/A,N/A
37,3/31/2014,73.41B,N/A,10.60,9.74,2.86,2.57,1.03,N/A,N/A
38,12/31/2013,79.12B,N/A,10.78,11.12,3.18,2.80,1.12,N/A,N/A
39,9/30/2013,69.85B,N/A,9.65,9.78,2.58,2.39,0.99,N/A,N/A
40,6/30/2013,69.35B,N/A,10.43,9.49,2.50,2.45,0.96,N/A,N/A
41,3/31/2013,67.80B,N/A,10.41,9.29,0.31,2.41,0.98,N/A,N/A
42,12/31/2012,59.33B,N/A,9.03,9.91,0.31,2.09,0.85,N/A,N/A
43,9/30/2012,54.50B,N/A,16.64,9.06,0.29,2.54,0.79,N/A,N/A
44,6/30/2012,47.15B,N/A,13.95,7.55,0.24,2.13,0.67,N/A,N/A
45,3/31/2012,61.58B,N/A,27.58,9.40,0.52,2.63,0.92,N/A,N/A
46,12/31/2011,44.52B,N/A,13.93,7.10,0.63,1.78,0.66,N/A,N/A
47,9/30/2011,46.58B,N/A,14.57,6.19,0.48,1.86,0.70,N/A,N/A
48,6/30/2011,67.59B,N/A,13.09,7.07,0.59,2.24,0.98,N/A,N/A
49,3/31/2011,82.14B,N/A,17.33,8.39,0.67,2.57,1.18,N/A,N/A
50,12/31/2010,85.35B,N/A,12.76,9.40,0.75,2.67,1.21,N/A,N/A
51,9/30/2010,73.96B,N/A,8.13,N/A,N/A,2.24,1.08,N/A,N/A
52,6/30/2010,67.67B,N/A,6.52,N/A,N/A,1.85,1.01,N/A,N/A
53,3/31/2010,87.74B,N/A,7.01,N/A,N/A,2.13,1.33,N/A,N/A
54,12/31/2009,86.97B,N/A,7.63,N/A,N/A,2.17,1.36,N/A,N/A
55,9/30/2009,94.58B,N/A,41.24,11.20,0.81,4.37,1.62,N/A,N/A
56,6/30/2009,75.30B,N/A,32.98,N/A,N/A,3.50,1.35,N/A,N/A
57,3/31/2009,48.96B,N/A,23.72,N/A,N/A,2.52,1.04,N/A,N/A
58,11/30/2008,31.24B,N/A,4.76,N/A,N/A,1.12,0.73,N/A,N/A
59,8/31/2008,64.84B,N/A,7.83,N/A,N/A,1.95,1.55,N/A,N/A
60,5/31/2008,69.54B,N/A,8.29,11.12,0.81,2.07,1.76,N/A,N/A
61,2/29/2008,66.91B,N/A,7.97,N/A,N/A,1.99,1.69,N/A,N/A
62,11/30/2007,88.54B,N/A,9.16,N/A,N/A,2.42,2.23,N/A,N/A
63,8/31/2007,69.99B,N/A,7.24,N/A,N/A,1.92,1.94,N/A,N/A
64,5/31/2007,94.10B,N/A,10.77,N/A,N/A,2.87,2.66,N/A,N/A
65,2/28/2007,82.98B,N/A,9.48,N/A,N/A,2.52,2.46,N/A,N/A
66,11/30/2006,80.39B,N/A,9.89,N/A,N/A,2.61,2.46,N/A,N/A
67,8/31/2006,63.76B,N/A,9.04,N/A,N/A,2.06,2.10,N/A,N/A
68,5/31/2006,65.08B,N/A,9.19,N/A,N/A,2.12,2.23,N/A,N/A
69,2/28/2006,60.93B,N/A,10.58,N/A,N/A,2.39,2.24,N/A,N/A
70,11/30/2005,56.38B,N/A,11.50,N/A,N/A,2.56,2.15,N/A,N/A
71,8/31/2005,50.43B,N/A,10.85,N/A,N/A,2.39,1.95,N/A,N/A
72,5/31/2005,45.54B,N/A,11.13,N/A,N/A,2.39,1.78,N/A,N/A
73,2/28/2005,52.05B,N/A,11.62,N/A,N/A,2.59,2.00,N/A,N/A
74,11/30/2004,50.39B,N/A,11.74,N/A,N/A,2.55,2.01,N/A,N/A
75,8/31/2004,43.38B,N/A,10.61,N/A,N/A,2.25,1.84,N/A,N/A
76,5/31/2004,45.14B,N/A,13.26,N/A,N/A,2.70,2.03,N/A,N/A
77,2/29/2004,51.11B,N/A,18.04,N/A,N/A,3.38,2.36,N/A,N/A
78,11/30/2003,45.45B,N/A,19.33,N/A,N/A,3.31,2.22,N/A,N/A
79,8/31/2003,41.88B,N/A,19.03,N/A,N/A,3.09,2.09,N/A,N/A
80,5/31/2003,38.08B,N/A,18.78,N/A,N/A,2.90,1.95,N/A,N/A
81,2/28/2003,32.68B,N/A,16.00,N/A,N/A,2.48,1.67,N/A,N/A
82,11/30/2002,37.30B,N/A,19.87,N/A,N/A,2.88,1.98,N/A,N/A
83,8/31/2002,37.01B,N/A,20.13,N/A,N/A,2.84,1.96,N/A,N/A
84,5/31/2002,35.52B,N/A,19.65,N/A,N/A,2.77,1.88,N/A,N/A
85,2/28/2002,39.16B,N/A,21.48,N/A,N/A,3.03,2.12,N/A,N/A
86,11/30/2001,42.55B,N/A,20.97,N/A,N/A,3.06,2.33,N/A,N/A
87,8/31/2001,38.44B,N/A,17.88,N/A,N/A,2.73,2.14,N/A,N/A
88,5/31/2001,45.63B,N/A,18.18,N/A,N/A,3.03,2.53,N/A,N/A
89,2/28/2001,44.15B,N/A,16.27,N/A,N/A,2.85,2.53,N/A,N/A
90,11/30/2000,36.86B,N/A,13.69,N/A,N/A,2.53,2.23,N/A,N/A
91,8/31/2000,58.86B,N/A,20.52,N/A,N/A,3.93,4.64,N/A,N/A
92,5/31/2000,32.98B,N/A,12.28,N/A,N/A,2.37,2.77,N/A,N/A
93,2/29/2000,41.53B,N/A,16.05,N/A,N/A,2.35,3.74,N/A,N/A
94,11/30/1999,33.72B,N/A,13.49,N/A,N/A,2.73,3.32,N/A,N/A
95,8/31/1999,26.60B,N/A,N/A,N/A,N/A,N/A,3.09,N/A,N/A
96,5/31/1999,30.21B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
