,Date,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA
26,12/31/2016,7.75B,N/A,N/A,14.86,N/A,11.07,1.27,N/A,N/A
27,9/30/2016,6.93B,N/A,N/A,11.86,N/A,10.21,1.15,N/A,N/A
28,6/30/2016,7.30B,N/A,N/A,13.14,N/A,10.83,1.22,N/A,N/A
29,3/31/2016,7.74B,N/A,N/A,12.72,1.57,11.61,1.30,N/A,N/A
30,12/31/2015,7.91B,N/A,14.97,14.45,1.78,5.28,1.36,N/A,N/A
31,9/30/2015,8.02B,N/A,16.27,16.42,2.65,5.79,1.38,N/A,N/A
32,6/30/2015,8.17B,N/A,16.71,16.45,2.65,5.93,1.41,N/A,N/A
33,3/31/2015,7.43B,N/A,15.35,15.82,2.51,5.44,1.29,N/A,N/A
34,12/31/2014,7.08B,N/A,14.81,14.99,2.38,5.25,1.23,N/A,N/A
35,9/30/2014,7.02B,N/A,14.97,14.27,2.04,5.18,1.22,N/A,N/A
36,6/30/2014,7.07B,N/A,14.93,14.20,3.84,5.16,1.23,N/A,N/A
37,3/31/2014,7.11B,N/A,14.88,14.41,3.89,5.13,1.24,N/A,N/A
38,12/31/2013,7.43B,N/A,15.75,15.55,4.21,5.34,1.30,N/A,N/A
39,9/30/2013,6.66B,N/A,13.49,13.95,3.77,4.69,1.17,N/A,N/A
40,6/30/2013,6.17B,N/A,12.39,13.02,3.52,4.25,1.09,N/A,N/A
41,3/31/2013,6.32B,N/A,12.70,12.82,3.46,4.35,1.12,N/A,N/A
42,12/31/2012,5.75B,N/A,11.59,11.71,2.39,3.97,1.02,N/A,N/A
43,9/30/2012,6.22B,N/A,12.87,13.04,2.29,4.35,1.11,N/A,N/A
44,6/30/2012,5.50B,N/A,11.60,10.96,1.74,3.92,0.99,N/A,N/A
45,3/31/2012,6.10B,N/A,12.76,12.61,50.46,4.31,1.10,N/A,N/A
46,12/31/2011,5.41B,N/A,10.66,11.24,N/A,3.65,0.97,N/A,N/A
47,9/30/2011,5.21B,N/A,10.26,10.03,1.43,3.52,0.93,N/A,N/A
48,6/30/2011,6.56B,N/A,12.49,11.29,1.88,4.31,1.18,N/A,N/A
49,3/31/2011,7.55B,N/A,13.92,11.59,1.93,5.00,1.36,N/A,N/A
50,12/31/2010,8.21B,N/A,15.20,13.93,2.32,5.45,1.49,N/A,N/A
51,9/30/2010,7.08B,N/A,12.13,11.79,1.69,5.26,1.29,N/A,N/A
52,6/30/2010,6.65B,N/A,11.66,N/A,N/A,5.23,1.22,N/A,N/A
53,3/31/2010,7.20B,N/A,14.26,N/A,N/A,5.97,1.33,N/A,N/A
54,12/31/2009,6.29B,N/A,12.40,11.95,1.09,5.44,1.17,N/A,N/A
55,9/30/2009,4.06B,N/A,11.31,N/A,N/A,4.45,0.94,N/A,N/A
56,6/30/2009,3.69B,N/A,11.88,N/A,N/A,4.35,0.88,N/A,N/A
57,3/31/2009,3.85B,N/A,41.37,N/A,N/A,5.31,0.91,N/A,N/A
58,12/31/2008,4.12B,N/A,52.00,N/A,N/A,5.97,0.98,N/A,N/A
59,9/30/2008,5.77B,N/A,119.93,16.64,1.51,9.61,1.35,N/A,N/A
60,6/30/2008,6.13B,N/A,55.75,N/A,N/A,8.79,1.43,N/A,N/A
61,3/31/2008,5.92B,N/A,20.24,N/A,N/A,8.51,1.42,N/A,N/A
62,12/31/2007,5.69B,N/A,19.53,N/A,N/A,8.23,1.36,N/A,N/A
63,9/30/2007,6.16B,N/A,26.46,N/A,N/A,9.00,1.56,N/A,N/A
64,6/30/2007,5.34B,N/A,21.82,N/A,N/A,7.53,1.44,N/A,N/A
65,3/31/2007,5.51B,N/A,21.72,N/A,N/A,7.76,1.49,N/A,N/A
66,12/31/2006,4.76B,N/A,20.91,N/A,N/A,7.01,1.28,N/A,N/A
67,9/30/2006,4.83B,N/A,19.27,N/A,N/A,6.88,1.31,N/A,N/A
68,6/30/2006,4.87B,N/A,19.42,N/A,N/A,6.94,1.32,N/A,N/A
69,3/31/2006,4.74B,N/A,17.35,N/A,N/A,7.04,1.42,N/A,N/A
70,12/31/2005,4.46B,N/A,12.81,N/A,N/A,6.05,1.37,N/A,N/A
71,9/30/2005,4.36B,N/A,12.71,N/A,N/A,6.01,1.34,N/A,N/A
72,6/30/2005,4.81B,N/A,13.23,N/A,N/A,6.37,1.48,N/A,N/A
73,3/31/2005,4.82B,N/A,15.13,N/A,N/A,7.09,1.51,N/A,N/A
74,12/31/2004,5.45B,N/A,15.47,N/A,N/A,7.45,1.71,N/A,N/A
75,9/30/2004,5.44B,N/A,13.65,N/A,N/A,6.65,1.73,N/A,N/A
76,6/30/2004,5.19B,N/A,12.81,N/A,N/A,6.24,1.71,N/A,N/A
77,3/31/2004,9.06B,N/A,19.49,N/A,N/A,9.53,2.67,N/A,N/A
78,12/31/2003,7.34B,N/A,17.34,N/A,N/A,8.38,2.56,N/A,N/A
79,9/30/2003,4.34B,N/A,15.77,N/A,N/A,7.93,3.35,N/A,N/A
80,6/30/2003,4.03B,N/A,15.29,N/A,N/A,7.69,3.04,N/A,N/A
81,3/31/2003,3.12B,N/A,12.36,N/A,N/A,6.12,2.32,N/A,N/A
82,12/31/2002,3.05B,N/A,13.01,N/A,N/A,6.28,2.31,N/A,N/A
83,9/30/2002,3.02B,N/A,13.54,N/A,N/A,5.19,2.46,N/A,N/A
84,6/30/2002,2.88B,N/A,19.47,N/A,N/A,6.91,2.89,N/A,N/A
85,3/31/2002,2.83B,N/A,20.63,N/A,N/A,7.27,2.87,N/A,N/A
86,12/31/2001,2.33B,N/A,17.07,N/A,N/A,6.01,2.37,N/A,N/A
87,9/30/2001,2.38B,N/A,24.99,N/A,N/A,7.45,8.21,N/A,N/A
88,6/30/2001,1.64B,N/A,31.03,N/A,N/A,8.84,5.71,N/A,N/A
89,3/31/2001,1.26B,N/A,34.80,N/A,N/A,8.99,4.10,N/A,N/A
90,12/31/2000,725.08M,N/A,21.82,N/A,N/A,9.54,5.91,N/A,N/A
91,9/30/2000,580.97M,N/A,16.94,N/A,N/A,7.46,4.31,N/A,N/A
92,6/30/2000,382.98M,N/A,10.82,N/A,N/A,4.76,2.84,N/A,N/A
93,3/31/2000,376.94M,N/A,10.92,N/A,N/A,4.73,2.81,N/A,N/A
94,12/31/1999,569.85M,N/A,16.24,N/A,N/A,7.21,4.16,N/A,N/A
95,9/30/1999,586.73M,N/A,16.84,N/A,N/A,7.49,4.18,N/A,N/A
96,6/30/1999,696.31M,N/A,21.09,N/A,N/A,8.84,4.82,N/A,N/A
97,3/31/1999,582.71M,N/A,18.49,N/A,N/A,7.50,4.04,N/A,N/A
98,12/31/1998,632.23M,N/A,22.20,N/A,N/A,8.40,4.23,N/A,N/A
99,9/30/1998,572.97M,N/A,21.46,N/A,N/A,7.77,3.87,N/A,N/A
100,6/30/1998,651.78M,N/A,25.47,N/A,N/A,8.83,3.84,N/A,N/A
101,3/31/1998,656.60M,N/A,27.12,N/A,N/A,9.26,3.87,N/A,N/A
102,12/31/1997,603.94M,N/A,25.31,N/A,N/A,9.12,3.54,N/A,N/A
103,9/30/1997,521.85M,N/A,26.51,N/A,N/A,9.14,3.02,N/A,N/A
104,6/30/1997,463.17M,N/A,23.28,N/A,N/A,8.22,2.66,N/A,N/A
105,3/31/1997,412.10M,N/A,17.23,N/A,N/A,6.49,2.00,N/A,N/A
106,12/31/1996,360.53M,N/A,16.74,N/A,N/A,5.84,1.71,N/A,N/A
107,9/30/1996,228.93M,N/A,12.46,N/A,N/A,4.84,1.11,N/A,N/A
108,6/30/1996,253.51M,N/A,13.95,N/A,N/A,5.13,1.19,N/A,N/A
109,3/31/1996,268.23M,N/A,12.78,N/A,N/A,4.70,1.23,N/A,N/A
110,12/31/1995,225.18M,N/A,11.72,N/A,N/A,4.29,1.06,N/A,N/A
111,9/30/1995,250.68M,N/A,12.05,N/A,N/A,4.21,1.21,N/A,N/A
112,6/30/1995,199.63M,N/A,9.59,N/A,N/A,3.35,0.97,N/A,N/A
113,3/31/1995,184.33M,N/A,8.90,N/A,N/A,3.05,0.88,N/A,N/A
114,12/31/1994,174.22M,N/A,6.33,N/A,N/A,3.77,0.84,N/A,N/A
115,9/30/1994,201.47M,N/A,7.01,N/A,N/A,4.17,0.97,N/A,N/A
116,6/30/1994,191.06M,N/A,7.93,N/A,N/A,3.96,0.94,N/A,N/A
117,3/31/1994,165.83M,N/A,8.73,N/A,N/A,3.43,0.84,N/A,N/A
118,12/31/1993,155.61M,N/A,10.49,N/A,N/A,2.63,0.81,N/A,N/A
