,Date,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA
50,12/31/2010,45.44M,N/A,12.04,N/A,N/A,1.64,0.88,N/A,N/A
51,9/30/2010,41.56M,N/A,13.83,N/A,N/A,1.52,0.81,N/A,N/A
52,6/30/2010,40.33M,N/A,15.00,N/A,N/A,1.49,0.81,N/A,N/A
53,3/31/2010,31.50M,N/A,18.64,N/A,N/A,1.18,0.65,N/A,N/A
54,12/31/2009,33.88M,N/A,29.40,N/A,N/A,1.30,0.72,N/A,N/A
55,9/30/2009,33.03M,N/A,43.00,N/A,N/A,1.29,0.70,N/A,N/A
56,6/30/2009,32.56M,N/A,42.50,N/A,N/A,1.32,0.71,N/A,N/A
57,3/31/2009,28.81M,N/A,18.75,N/A,N/A,1.20,0.62,N/A,N/A
58,12/31/2008,45.95M,N/A,22.22,N/A,N/A,1.99,1.01,N/A,N/A
59,9/30/2008,48.25M,N/A,18.21,N/A,N/A,2.26,1.09,N/A,N/A
60,6/30/2008,53.61M,N/A,16.75,N/A,N/A,2.51,1.23,N/A,N/A
61,3/31/2008,64.59M,N/A,17.36,N/A,N/A,3.04,1.51,N/A,N/A
62,12/31/2007,62.76M,N/A,15.57,N/A,N/A,2.94,1.47,N/A,N/A
