,Date,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA
69,3/31/2006,24.40B,N/A,10.59,N/A,N/A,2.12,1.61,N/A,N/A
70,12/31/2005,25.99B,N/A,13.13,N/A,N/A,2.33,2.35,N/A,N/A
71,9/30/2005,21.20B,N/A,12.09,N/A,N/A,2.14,1.92,N/A,N/A
72,6/30/2005,21.08B,N/A,11.85,N/A,N/A,2.15,2.02,N/A,N/A
73,3/31/2005,18.85B,N/A,11.76,N/A,N/A,2.06,2.10,N/A,N/A
74,12/31/2004,20.79B,N/A,13.56,N/A,N/A,2.35,2.48,N/A,N/A
75,9/30/2004,17.94B,N/A,11.28,N/A,N/A,2.08,2.26,N/A,N/A
76,6/30/2004,16.51B,N/A,11.75,N/A,N/A,1.96,2.29,N/A,N/A
77,3/31/2004,18.08B,N/A,13.94,N/A,N/A,2.16,2.64,N/A,N/A
78,12/31/2003,14.41B,N/A,12.46,N/A,N/A,1.75,2.38,N/A,N/A
79,9/30/2003,13.07B,N/A,11.71,N/A,N/A,1.62,2.32,N/A,N/A
80,6/30/2003,11.17B,N/A,10.33,N/A,N/A,1.36,2.10,N/A,N/A
81,3/31/2003,6.79B,N/A,6.74,N/A,N/A,0.82,1.38,N/A,N/A
82,12/31/2002,6.72B,N/A,7.56,N/A,N/A,0.83,1.45,N/A,N/A
83,9/30/2002,7.88B,N/A,9.65,N/A,N/A,1.05,1.82,N/A,N/A
84,6/30/2002,13.51B,N/A,19.82,N/A,N/A,2.10,3.67,N/A,N/A
85,3/31/2002,14.02B,N/A,21.94,N/A,N/A,2.32,4.22,N/A,N/A
86,12/31/2001,11.97B,N/A,18.97,N/A,N/A,2.00,3.60,N/A,N/A
87,9/30/2001,9.70B,N/A,18.05,N/A,N/A,1.84,3.54,N/A,N/A
88,6/30/2001,12.63B,N/A,25.10,N/A,N/A,2.53,5.16,N/A,N/A
89,3/31/2001,11.51B,N/A,24.78,N/A,N/A,2.52,5.86,N/A,N/A
90,12/31/2000,12.99B,N/A,31.49,N/A,N/A,3.26,7.32,N/A,N/A
91,9/30/2000,13.78B,N/A,35.56,N/A,N/A,3.73,8.38,N/A,N/A
92,6/30/2000,8.75B,N/A,22.65,N/A,N/A,2.38,5.32,N/A,N/A
93,3/31/2000,9.38B,N/A,26.05,N/A,N/A,2.79,6.05,N/A,N/A
94,12/31/1999,9.62B,N/A,28.02,N/A,N/A,2.97,6.35,N/A,N/A
95,9/30/1999,7.69B,N/A,24.22,N/A,N/A,2.62,5.35,N/A,N/A
96,6/30/1999,10.99B,N/A,37.63,N/A,N/A,4.22,7.83,N/A,N/A
97,3/31/1999,9.94B,N/A,36.21,N/A,N/A,4.30,7.53,N/A,N/A
98,12/31/1998,7.56B,N/A,29.04,N/A,N/A,3.66,5.95,N/A,N/A
99,9/30/1998,6.76B,N/A,27.41,N/A,N/A,3.62,5.79,N/A,N/A
100,6/30/1998,8.15B,N/A,35.28,N/A,N/A,4.73,7.62,N/A,N/A
101,3/31/1998,5.17B,N/A,25.20,N/A,N/A,3.34,5.23,N/A,N/A
102,12/31/1997,3.55B,N/A,19.35,N/A,N/A,2.52,3.97,N/A,N/A
103,9/30/1997,3.00B,N/A,18.01,N/A,N/A,2.28,3.57,N/A,N/A
104,6/30/1997,2.51B,N/A,16.00,N/A,N/A,1.99,3.06,N/A,N/A
105,3/31/1997,2.48B,N/A,15.78,N/A,N/A,2.07,3.18,N/A,N/A
106,12/31/1996,2.39B,N/A,15.65,N/A,N/A,2.16,3.22,N/A,N/A
107,9/30/1996,1.98B,N/A,12.93,N/A,N/A,1.94,2.82,N/A,N/A
108,6/30/1996,1.89B,N/A,13.57,N/A,N/A,2.27,3.00,N/A,N/A
109,3/31/1996,1.82B,N/A,14.32,N/A,N/A,2.38,3.04,N/A,N/A
110,12/31/1995,1.58B,N/A,13.72,N/A,N/A,2.80,2.82,N/A,N/A
111,9/30/1995,1.95B,N/A,23.88,N/A,N/A,3.42,3.66,N/A,N/A
112,6/30/1995,1.31B,N/A,16.06,N/A,N/A,2.30,2.46,N/A,N/A
113,3/31/1995,1.27B,N/A,14.83,N/A,N/A,2.24,2.53,N/A,N/A
114,12/31/1994,1.06B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
