,Date,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA
42,12/31/2012,125.14B,N/A,46.44,12.79,0.07,1.55,0.57,N/A,N/A
43,9/30/2012,95.16B,N/A,9.20,9.60,0.05,1.06,0.44,N/A,N/A
44,6/30/2012,88.15B,N/A,N/A,8.03,0.04,1.04,0.41,N/A,N/A
45,3/31/2012,103.08B,N/A,957.00,9.22,0.81,1.14,0.49,N/A,N/A
46,12/31/2011,56.36B,N/A,N/A,5.71,0.63,0.66,0.28,N/A,N/A
47,9/30/2011,62.02B,N/A,N/A,5.05,0.56,0.73,0.29,N/A,N/A
48,6/30/2011,111.06B,N/A,N/A,6.46,0.71,1.31,0.54,N/A,N/A
49,3/31/2011,135.06B,N/A,N/A,7.33,0.80,1.36,0.63,N/A,N/A
50,12/31/2010,134.54B,N/A,N/A,8.97,0.99,1.24,0.64,N/A,N/A
51,9/30/2010,131.47B,N/A,N/A,8.28,0.91,1.20,0.62,N/A,N/A
52,6/30/2010,144.17B,N/A,N/A,N/A,N/A,1.24,0.62,N/A,N/A
53,3/31/2010,179.07B,N/A,N/A,N/A,N/A,1.44,0.78,N/A,N/A
54,12/31/2009,130.27B,N/A,N/A,N/A,N/A,1.06,0.67,N/A,N/A
55,9/30/2009,146.36B,N/A,N/A,N/A,N/A,1.12,0.74,N/A,N/A
56,6/30/2009,114.20B,N/A,37.71,N/A,N/A,0.80,0.58,N/A,N/A
57,3/31/2009,43.65B,N/A,8.97,N/A,N/A,0.38,0.19,N/A,N/A
58,12/31/2008,70.65B,N/A,25.60,N/A,N/A,0.90,0.51,N/A,N/A
59,9/30/2008,159.67B,N/A,30.43,N/A,N/A,2.31,1.17,N/A,N/A
60,6/30/2008,106.29B,N/A,13.19,N/A,N/A,1.73,0.77,N/A,N/A
61,3/31/2008,168.81B,N/A,16.00,N/A,N/A,2.77,1.21,N/A,N/A
62,12/31/2007,183.29B,N/A,12.50,N/A,N/A,2.97,1.29,N/A,N/A
63,9/30/2007,223.11B,N/A,10.52,N/A,N/A,3.19,1.68,N/A,N/A
64,6/30/2007,216.94B,N/A,10.45,N/A,N/A,3.19,1.64,N/A,N/A
65,3/31/2007,226.42B,N/A,11.12,N/A,N/A,3.38,1.71,N/A,N/A
66,12/31/2006,238.78B,N/A,12.36,N/A,N/A,3.51,1.80,N/A,N/A
67,9/30/2006,240.57B,N/A,13.13,N/A,N/A,3.64,1.89,N/A,N/A
68,6/30/2006,217.69B,N/A,11.79,N/A,N/A,3.27,1.71,N/A,N/A
69,3/31/2006,207.82B,N/A,11.27,N/A,N/A,3.16,1.61,N/A,N/A
70,12/31/2005,214.54B,N/A,11.12,N/A,N/A,3.28,2.12,N/A,N/A
71,9/30/2005,169.08B,N/A,10.14,N/A,N/A,2.99,1.67,N/A,N/A
72,6/30/2005,183.26B,N/A,11.29,N/A,N/A,3.33,1.83,N/A,N/A
73,3/31/2005,177.35B,N/A,11.25,N/A,N/A,3.26,1.81,N/A,N/A
74,12/31/2004,190.48B,N/A,12.73,N/A,N/A,3.52,1.92,N/A,N/A
75,9/30/2004,175.02B,N/A,11.81,N/A,N/A,3.28,1.79,N/A,N/A
76,6/30/2004,171.89B,N/A,11.37,N/A,N/A,3.18,1.80,N/A,N/A
77,3/31/2004,117.06B,N/A,10.99,N/A,N/A,3.06,2.40,N/A,N/A
78,12/31/2003,116.06B,N/A,11.29,N/A,N/A,3.14,2.42,N/A,N/A
79,9/30/2003,116.24B,N/A,11.15,N/A,N/A,3.12,2.31,N/A,N/A
80,6/30/2003,118.25B,N/A,12.10,N/A,N/A,3.28,2.32,N/A,N/A
81,3/31/2003,100.09B,N/A,10.92,N/A,N/A,2.91,2.00,N/A,N/A
82,12/31/2002,104.40B,N/A,11.77,N/A,N/A,3.10,2.08,N/A,N/A
83,9/30/2002,97.48B,N/A,11.80,N/A,N/A,2.91,2.02,N/A,N/A
84,6/30/2002,106.64B,N/A,15.95,N/A,N/A,3.21,2.22,N/A,N/A
85,3/31/2002,107.51B,N/A,16.65,N/A,N/A,3.22,2.22,N/A,N/A
86,12/31/2001,98.16B,N/A,15.06,N/A,N/A,2.91,2.03,N/A,N/A
87,9/30/2001,92.71B,N/A,13.47,N/A,N/A,2.87,1.88,N/A,N/A
88,6/30/2001,96.39B,N/A,13.87,N/A,N/A,3.02,1.97,N/A,N/A
89,3/31/2001,87.72B,N/A,12.12,N/A,N/A,2.76,1.84,N/A,N/A
90,12/31/2000,74.03B,N/A,9.62,N/A,N/A,2.34,1.58,N/A,N/A
91,9/30/2000,85.42B,N/A,10.71,N/A,N/A,2.70,1.87,N/A,N/A
92,6/30/2000,71.38B,N/A,8.87,N/A,N/A,2.23,1.56,N/A,N/A
93,3/31/2000,86.93B,N/A,11.09,N/A,N/A,2.74,1.92,N/A,N/A
94,12/31/1999,84.18B,N/A,11.20,N/A,N/A,2.71,1.90,N/A,N/A
95,9/30/1999,95.23B,N/A,13.82,N/A,N/A,3.07,2.08,N/A,N/A
96,6/30/1999,126.31B,N/A,24.28,N/A,N/A,5.17,2.77,N/A,N/A
97,3/31/1999,122.95B,N/A,21.87,N/A,N/A,3.95,2.63,N/A,N/A
98,12/31/1998,103.69B,N/A,20.73,N/A,N/A,3.38,2.26,N/A,N/A
99,9/30/1998,93.20B,N/A,14.82,N/A,N/A,5.63,1.97,N/A,N/A
100,6/30/1998,73.65B,N/A,18.43,N/A,N/A,4.28,2.77,N/A,N/A
101,3/31/1998,69.67B,N/A,19.19,N/A,N/A,5.43,2.77,N/A,N/A
102,12/31/1997,43.31B,N/A,14.58,N/A,N/A,3.43,2.04,N/A,N/A
103,9/30/1997,44.00B,N/A,15.17,N/A,N/A,3.62,2.18,N/A,N/A
104,6/30/1997,45.93B,N/A,15.94,N/A,N/A,3.82,2.31,N/A,N/A
105,3/31/1997,40.38B,N/A,13.81,N/A,N/A,3.31,1.97,N/A,N/A
106,12/31/1996,29.43B,N/A,12.47,N/A,N/A,2.93,2.17,N/A,N/A
107,9/30/1996,26.16B,N/A,11.43,N/A,N/A,2.63,1.99,N/A,N/A
108,6/30/1996,24.88B,N/A,11.57,N/A,N/A,2.76,1.86,N/A,N/A
109,3/31/1996,23.98B,N/A,11.38,N/A,N/A,2.59,1.89,N/A,N/A
110,12/31/1995,77.00B,N/A,10.49,N/A,N/A,2.35,6.51,N/A,N/A
111,9/30/1995,74.37B,N/A,10.74,N/A,N/A,9.32,6.53,N/A,N/A
112,6/30/1995,59.31B,N/A,8.57,N/A,N/A,7.43,5.20,N/A,N/A
113,3/31/1995,56.13B,N/A,8.29,N/A,N/A,7.14,5.00,N/A,N/A
114,12/31/1994,12.48B,N/A,7.55,N/A,N/A,1.60,1.18,N/A,N/A
115,9/30/1994,13.52B,N/A,8.19,N/A,N/A,1.73,1.28,N/A,N/A
116,6/30/1994,14.21B,N/A,8.92,N/A,N/A,1.84,1.37,N/A,N/A
117,3/31/1994,12.56B,N/A,8.50,N/A,N/A,1.68,1.25,N/A,N/A
118,12/31/1993,13.27B,N/A,9.88,N/A,N/A,1.87,1.36,N/A,N/A
119,9/30/1993,13.16B,N/A,11.39,N/A,N/A,2.04,1.53,N/A,N/A
120,6/30/1993,12.63B,N/A,10.98,N/A,N/A,2.02,1.51,N/A,N/A
121,3/31/1993,13.87B,N/A,12.47,N/A,N/A,2.21,1.71,N/A,N/A
122,12/31/1992,13.00B,N/A,11.37,N/A,N/A,2.04,1.69,N/A,N/A
123,9/30/1992,10.88B,N/A,N/A,N/A,N/A,N/A,1.50,N/A,N/A
124,6/30/1992,11.62B,N/A,N/A,N/A,N/A,N/A,1.67,N/A,N/A
125,3/31/1992,11.03B,N/A,N/A,N/A,N/A,N/A,1.63,N/A,N/A
