,Date,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA
46,1/31/2012,69.90B,N/A,12.29,10.08,1.37,3.22,1.72,N/A,N/A
47,10/31/2011,68.29B,N/A,11.68,10.68,3.56,3.08,1.55,N/A,N/A
48,7/31/2011,71.46B,N/A,13.79,10.48,1.61,3.34,1.78,N/A,N/A
49,4/30/2011,76.10B,N/A,15.39,11.35,1.36,3.67,1.92,N/A,N/A
50,1/31/2011,66.03B,N/A,14.03,10.53,1.26,3.34,1.74,N/A,N/A
51,10/31/2010,62.53B,N/A,14.42,N/A,N/A,3.34,1.71,N/A,N/A
52,7/31/2010,61.34B,N/A,15.14,N/A,N/A,3.31,1.84,N/A,N/A
53,4/30/2010,65.28B,N/A,15.35,N/A,N/A,3.35,1.85,N/A,N/A
54,1/31/2010,50.71B,N/A,18.15,9.56,0.80,2.99,1.54,N/A,N/A
55,10/31/2009,48.76B,N/A,16.58,N/A,N/A,3.13,1.55,N/A,N/A
56,7/31/2009,50.07B,N/A,16.92,N/A,N/A,3.19,1.57,N/A,N/A
57,4/30/2009,33.53B,N/A,11.90,8.19,0.96,2.38,1.10,N/A,N/A
58,1/31/2009,27.39B,N/A,8.17,N/A,N/A,2.06,1.13,N/A,N/A
59,10/31/2008,38.16B,N/A,11.58,N/A,N/A,2.92,1.54,N/A,N/A
60,7/31/2008,49.05B,N/A,12.09,N/A,N/A,3.08,1.69,N/A,N/A
61,4/30/2008,52.77B,N/A,15.82,N/A,N/A,3.33,1.81,N/A,N/A
62,1/31/2008,48.68B,N/A,12.24,N/A,N/A,3.34,2.21,N/A,N/A
63,10/31/2007,54.19B,N/A,13.08,N/A,N/A,3.57,2.46,N/A,N/A
64,7/31/2007,46.06B,N/A,13.56,N/A,N/A,3.93,2.38,N/A,N/A
65,4/30/2007,44.00B,N/A,14.83,N/A,N/A,4.02,2.28,N/A,N/A
66,1/31/2007,42.62B,N/A,15.93,N/A,N/A,3.79,2.44,N/A,N/A
67,10/31/2006,41.63B,N/A,10.25,N/A,N/A,3.55,2.43,N/A,N/A
68,7/31/2006,36.94B,N/A,9.49,N/A,N/A,2.87,2.20,N/A,N/A
69,4/30/2006,40.17B,N/A,11.45,N/A,N/A,3.56,2.49,N/A,N/A
70,1/31/2006,37.83B,N/A,11.12,N/A,N/A,3.46,2.40,N/A,N/A
71,10/31/2005,33.72B,N/A,17.48,N/A,N/A,3.28,2.66,N/A,N/A
72,7/31/2005,32.41B,N/A,15.66,N/A,N/A,3.40,2.54,N/A,N/A
73,4/30/2005,28.26B,N/A,14.56,N/A,N/A,3.06,2.69,N/A,N/A
74,1/31/2005,25.62B,N/A,13.96,N/A,N/A,2.94,2.41,N/A,N/A
75,10/31/2004,26.40B,N/A,15.26,N/A,N/A,3.01,2.60,N/A,N/A
76,7/31/2004,21.77B,N/A,14.34,N/A,N/A,2.75,2.37,N/A,N/A
77,4/30/2004,21.14B,N/A,14.30,N/A,N/A,2.74,2.38,N/A,N/A
78,1/31/2004,21.52B,N/A,28.72,N/A,N/A,2.82,2.46,N/A,N/A
79,10/31/2003,21.85B,N/A,29.10,N/A,N/A,2.86,2.49,N/A,N/A
80,7/31/2003,17.40B,N/A,84.89,N/A,N/A,2.43,2.14,N/A,N/A
81,4/30/2003,15.36B,N/A,N/A,N/A,N/A,2.23,1.98,N/A,N/A
82,1/31/2003,13.81B,N/A,N/A,N/A,N/A,2.11,1.79,N/A,N/A
83,10/31/2002,12.35B,N/A,N/A,N/A,N/A,1.89,1.67,N/A,N/A
84,7/31/2002,13.32B,N/A,80.08,N/A,N/A,2.04,1.76,N/A,N/A
85,4/30/2002,17.05B,N/A,26.46,N/A,N/A,2.52,2.15,N/A,N/A
86,1/31/2002,17.11B,N/A,21.79,N/A,N/A,2.48,2.18,N/A,N/A
87,10/31/2001,14.15B,N/A,17.26,N/A,N/A,2.07,1.88,N/A,N/A
88,7/31/2001,16.08B,N/A,18.34,N/A,N/A,2.25,2.09,N/A,N/A
89,4/30/2001,15.99B,N/A,19.08,N/A,N/A,2.25,2.11,N/A,N/A
90,1/31/2001,18.51B,N/A,28.67,N/A,N/A,2.53,2.43,N/A,N/A
91,10/31/2000,17.16B,N/A,26.91,N/A,N/A,2.61,2.36,N/A,N/A
92,7/31/2000,14.85B,N/A,13.96,N/A,N/A,2.22,2.01,N/A,N/A
93,4/30/2000,14.38B,N/A,6.74,N/A,N/A,2.57,1.94,N/A,N/A
94,1/31/2000,15.66B,N/A,7.21,N/A,N/A,2.75,2.07,N/A,N/A
95,10/31/1999,14.31B,N/A,8.79,N/A,N/A,3.10,2.24,N/A,N/A
96,7/31/1999,11.74B,N/A,15.39,N/A,N/A,2.64,2.24,N/A,N/A
97,4/30/1999,15.88B,N/A,20.21,N/A,N/A,3.47,2.94,N/A,N/A
98,1/31/1999,12.45B,N/A,17.33,N/A,N/A,3.04,2.45,N/A,N/A
99,10/31/1998,8.91B,N/A,11.84,N/A,N/A,2.11,1.84,N/A,N/A
100,7/31/1998,11.73B,N/A,15.29,N/A,N/A,2.72,2.37,N/A,N/A
101,4/30/1998,13.57B,N/A,17.11,N/A,N/A,3.27,2.71,N/A,N/A
102,1/31/1998,10.93B,N/A,15.12,N/A,N/A,2.92,2.36,N/A,N/A
103,10/31/1997,10.84B,N/A,14.48,N/A,N/A,2.80,2.26,N/A,N/A
104,7/31/1997,9.58B,N/A,13.02,N/A,N/A,2.66,2.03,N/A,N/A
105,4/30/1997,8.38B,N/A,12.35,N/A,N/A,2.51,1.85,N/A,N/A
106,1/31/1997,8.32B,N/A,11.91,N/A,N/A,2.48,1.81,N/A,N/A
107,10/31/1996,7.08B,N/A,10.53,N/A,N/A,2.20,1.54,N/A,N/A
